INFO 2023-12-19 17:36:32,251 autoreload 42243 4510971392 Watching for file changes with StatReloader
INFO 2023-12-19 18:12:19,118 basehttp 42243 123145470603264 "GET /api/traderdetial/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 3607
INFO 2023-12-19 18:12:19,125 basehttp 42243 123145487392768 "GET /api/taskadd/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 243
INFO 2023-12-19 18:12:19,125 basehttp 42243 123145453813760 "GET /api/tradeorder/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 301
INFO 2023-12-19 18:12:24,130 basehttp 42243 123145520971776 "GET /api/tradeorder/248/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 303
INFO 2023-12-19 18:12:24,130 basehttp 42243 123145537761280 "GET /api/taskadd/248/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 242
INFO 2023-12-19 18:12:24,132 basehttp 42243 123145504182272 "GET /api/traderdetial/248/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 17198
INFO 2023-12-19 18:12:32,777 basehttp 42243 123145487392768 "GET /api/tradeorder/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 301
INFO 2023-12-19 18:12:32,779 basehttp 42243 123145470603264 "GET /api/taskadd/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 243
INFO 2023-12-19 18:12:32,780 basehttp 42243 123145453813760 "GET /api/traderdetial/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 3607
INFO 2023-12-19 18:12:43,921 basehttp 42243 123145520971776 "GET /api/tradeorder/248/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 303
INFO 2023-12-19 18:12:43,924 basehttp 42243 123145537761280 "GET /api/taskadd/248/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 242
INFO 2023-12-19 18:12:43,925 basehttp 42243 123145504182272 "GET /api/traderdetial/248/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 17198
INFO 2023-12-19 18:12:49,922 basehttp 42243 123145470603264 "GET /api/tradeorder/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 301
INFO 2023-12-19 18:12:49,926 basehttp 42243 123145487392768 "GET /api/taskadd/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 243
INFO 2023-12-19 18:12:49,926 basehttp 42243 123145453813760 "GET /api/traderdetial/247/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 3607
INFO 2023-12-19 19:48:25,223 basehttp 42243 123145453813760 "GET /api/taskadd/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 2774
INFO 2023-12-19 19:48:30,357 basehttp 42243 123145453813760 "GET /api/platform/ HTTP/1.1" 200 119
INFO 2023-12-19 19:48:30,361 basehttp 42243 123145470603264 "GET /api/apiadd/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 520
INFO 2023-12-19 19:48:43,495 basehttp 42243 123145453813760 "OPTIONS /api/taskadd/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 0
INFO 2023-12-19 19:48:43,506 basehttp 42243 123145453813760 "POST /api/taskadd/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 245
INFO 2023-12-19 19:48:43,545 basehttp 42243 123145453813760 "OPTIONS /api/apiadd/23/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 0
INFO 2023-12-19 19:48:43,556 basehttp 42243 123145470603264 "GET /api/taskadd/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 3002
INFO 2023-12-19 19:48:43,557 basehttp 42243 123145453813760 "PATCH /api/apiadd/23/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 169
INFO 2023-12-19 19:48:54,365 basehttp 42243 123145487392768 "GET /api/taskadd/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 44352
INFO 2023-12-19 19:48:57,382 basehttp 42243 123145487392768 "GET /api/platform/ HTTP/1.1" 200 119
INFO 2023-12-19 19:48:57,386 basehttp 42243 123145504182272 "GET /api/apiadd/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 1493
INFO 2023-12-19 19:49:04,098 basehttp 42243 123145504182272 "GET /api/taskadd/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 44352
INFO 2023-12-19 19:49:04,983 basehttp 42243 123145504182272 "GET /api/platform/ HTTP/1.1" 200 119
INFO 2023-12-19 19:49:04,988 basehttp 42243 123145487392768 "GET /api/apiadd/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 1493
INFO 2023-12-19 19:49:13,952 basehttp 42243 123145487392768 "OPTIONS /api/taskadd/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 0
INFO 2023-12-19 19:49:13,964 basehttp 42243 123145487392768 "POST /api/taskadd/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 245
INFO 2023-12-19 19:49:14,014 basehttp 42243 123145487392768 "PATCH /api/apiadd/17/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 170
INFO 2023-12-19 19:49:14,031 basehttp 42243 123145504182272 "GET /api/taskadd/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 44580
INFO 2023-12-19 19:50:38,597 autoreload 42243 4510971392 /Users/lichaoyuan/Desktop/copytrade/copytrade/settings/settingsdev.py changed, reloading.
INFO 2023-12-19 19:50:39,465 autoreload 43273 4565874176 Watching for file changes with StatReloader
INFO 2023-12-19 21:14:01,406 basehttp 43273 123145542365184 "GET /api/taskadd/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 227
INFO 2023-12-19 21:14:01,407 basehttp 43273 123145525575680 "GET /api/tradeorder/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 20
INFO 2023-12-19 21:14:01,408 basehttp 43273 123145508786176 "GET /api/traderdetial/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 344
INFO 2023-12-19 21:14:05,749 basehttp 43273 123145508786176 "OPTIONS /api/taskadd/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 0
INFO 2023-12-19 21:14:05,758 basehttp 43273 123145508786176 "PATCH /api/taskadd/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 227
INFO 2023-12-19 21:14:05,768 basehttp 43273 123145508786176 "PATCH /api/apiadd/17/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 170
INFO 2023-12-19 21:14:06,580 basehttp 43273 123145525575680 "GET /api/tradeorder/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 20
INFO 2023-12-19 21:14:06,580 basehttp 43273 123145508786176 "GET /api/traderdetial/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 453
INFO 2023-12-19 21:14:06,580 basehttp 43273 123145542365184 "GET /api/taskadd/251/?token=0f0d23de-c37e-4710-8a19-7ac136a98e6e HTTP/1.1" 200 227
INFO 2023-12-19 21:14:09,864 basehttp 43273 123145592733696 "GET /api/taskadd/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 227
INFO 2023-12-19 21:14:09,864 basehttp 43273 123145575944192 "GET /api/tradeorder/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 20
INFO 2023-12-19 21:14:09,866 basehttp 43273 123145559154688 "GET /api/traderdetial/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 1460
INFO 2023-12-19 21:14:17,339 basehttp 43273 123145559154688 "OPTIONS /api/taskadd/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 0
INFO 2023-12-19 21:14:17,347 basehttp 43273 123145559154688 "PATCH /api/taskadd/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 227
INFO 2023-12-19 21:14:17,350 basehttp 43273 123145559154688 "OPTIONS /api/apiadd/23/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 0
INFO 2023-12-19 21:14:17,357 basehttp 43273 123145559154688 "PATCH /api/apiadd/23/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 169
INFO 2023-12-19 21:14:18,281 basehttp 43273 123145575944192 "GET /api/tradeorder/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 20
INFO 2023-12-19 21:14:18,281 basehttp 43273 123145592733696 "GET /api/taskadd/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 227
INFO 2023-12-19 21:14:18,282 basehttp 43273 123145559154688 "GET /api/traderdetial/250/?token=7566dd29-6ed7-4517-b6ca-e915459d5e06 HTTP/1.1" 200 1569
