2024-02-25 20:34:54 | INFO | 跟单猿交易系统启动，跟随交易员：823664FB73B79E41
2024-02-26 23:08:40 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:08:40 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:08:54 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:11:56 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:15:43 | SUCCESS | 进行平仓操作，品种:BTC-USDT-SWAP，方向：short
2024-02-26 23:18:07 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:19:21 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:19:23 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:19:35 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:29:49 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:40:32 | INFO | 跟单猿交易系统启动，跟随交易员：823664FB73B79E41
2024-02-26 23:40:38 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:40:38 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:40:58 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:43:18 | INFO | 跟单猿交易系统启动，跟随交易员：823664FB73B79E41
2024-02-26 23:47:04 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:47:07 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:47:12 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:47:20 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:49:40 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:49:42 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:49:46 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:49:54 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:50:02 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:50:08 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:50:22 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:50:35 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:50:49 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:51:08 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:51:08 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-26 23:58:40 | WARNING | 手动结束跟单，任务：275
2024-02-26 23:59:59 | INFO | 跟单猿交易系统启动，跟随交易员：823664FB73B79E41
2024-02-26 23:59:59 | INFO | 跟单猿交易系统启动，跟随交易员：823664FB73B79E41
2024-02-27 00:00:20 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-27 00:00:20 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-27 00:00:20 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-27 00:00:20 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-27 00:08:06 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-27 00:09:16 | WARNING | 交易失败，当前账户为简单交易模式，请在交易所合约交易页面进行手动调整。无需终止本次跟单任务，交易模式调整完成后，如有新的交易订单，将正常交易。
2024-02-27 00:11:36 | SUCCESS | 进行加仓操作，品种：NEAR-USDT-SWAP，金额：100.0USDT，方向：long
2024-02-27 00:11:43 | SUCCESS | 进行加仓操作，品种：NEAR-USDT-SWAP，金额：100.0USDT，方向：long
2024-02-27 00:12:38 | SUCCESS | 进行加仓操作，品种：BTC-USDT-SWAP，金额：100.0USDT，方向：long
2024-02-27 00:13:58 | SUCCESS | 进行平仓操作，品种:BTC-USDT-SWAP，方向：long
2024-02-27 00:22:24 | WARNING | 交易失败，请根据错误码，自行在官网https://www.okx.com/docs-v5/zh/?python#error-code查看错误原因。错误信息：{'instType': 'SWAP', 'instId': 'BTC-USDT-SWAP', 'state': None, 'ordId': None, 'meta': {}, 'request_param': None, 'func_param': {'instId': 'BTC-USDT-SWAP', 'tdMode': 'cross', 'posSide': 'long', 'lever': 1, 'openMoney': 1000.0, 'quantityCT': None, 'meta': {}, 'timeout': 60, 'delay': 0.2, 'cancel': True, 'clOrdId': '', 'tag': '', 'newThread': False, 'callback': None, 'errorback': None}, 'get_order_result': None, 'set_order_result': None, 'error_result': {'code': '59108', 'data': [], 'msg': 'Your account leverage is too low and has insufficient margins. Please increase the leverage.'}, 'cancel_result': None}
2024-02-27 00:22:24 | WARNING | 交易失败，请根据错误码，自行在官网https://www.okx.com/docs-v5/zh/?python#error-code查看错误原因。错误信息：{'instType': 'SWAP', 'instId': 'BTC-USDT-SWAP', 'state': None, 'ordId': None, 'meta': {}, 'request_param': None, 'func_param': {'instId': 'BTC-USDT-SWAP', 'tdMode': 'cross', 'posSide': 'long', 'lever': 1, 'openMoney': 1000.0, 'quantityCT': None, 'meta': {}, 'timeout': 60, 'delay': 0.2, 'cancel': True, 'clOrdId': '', 'tag': '', 'newThread': False, 'callback': None, 'errorback': None}, 'get_order_result': None, 'set_order_result': None, 'error_result': {'code': '59108', 'data': [], 'msg': 'Your account leverage is too low and has insufficient margins. Please increase the leverage.'}, 'cancel_result': None}
2024-02-27 00:23:09 | WARNING | 交易失败，请根据错误码，自行在官网https://www.okx.com/docs-v5/zh/?python#error-code查看错误原因。错误信息：{'instType': 'SWAP', 'instId': 'BTC-USDT-SWAP', 'state': None, 'ordId': None, 'meta': {}, 'request_param': None, 'func_param': {'instId': 'BTC-USDT-SWAP', 'tdMode': 'cross', 'posSide': 'long', 'lever': 1, 'openMoney': 1000.0, 'quantityCT': None, 'meta': {}, 'timeout': 60, 'delay': 0.2, 'cancel': True, 'clOrdId': '', 'tag': '', 'newThread': False, 'callback': None, 'errorback': None}, 'get_order_result': None, 'set_order_result': None, 'error_result': {'code': '59108', 'data': [], 'msg': 'Your account leverage is too low and has insufficient margins. Please increase the leverage.'}, 'cancel_result': None}
2024-02-27 00:23:43 | WARNING | 交易失败，请根据错误码，自行在官网https://www.okx.com/docs-v5/zh/?python#error-code查看错误原因。错误信息：{'instType': 'SWAP', 'instId': 'BTC-USDT-SWAP', 'state': None, 'ordId': None, 'meta': {}, 'request_param': None, 'func_param': {'instId': 'BTC-USDT-SWAP', 'tdMode': 'cross', 'posSide': 'long', 'lever': 1, 'openMoney': 1000.0, 'quantityCT': None, 'meta': {}, 'timeout': 60, 'delay': 0.2, 'cancel': True, 'clOrdId': '', 'tag': '', 'newThread': False, 'callback': None, 'errorback': None}, 'get_order_result': None, 'set_order_result': None, 'error_result': {'code': '59108', 'data': [], 'msg': 'Your account leverage is too low and has insufficient margins. Please increase the leverage.'}, 'cancel_result': None}
2024-02-27 00:45:14 | SUCCESS | 进行平仓操作，品种:SOL-USDT-SWAP，方向：long
2024-03-03 22:53:26 | INFO | 跟单猿交易系统启动，跟随交易员：823664FB73B79E41
2024-03-03 22:53:48 | SUCCESS | 进行加仓操作，品种：BNB-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:53:48 | SUCCESS | 进行加仓操作，品种：LTC-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:54:11 | SUCCESS | 进行开仓操作，品种：LTC-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:54:23 | SUCCESS | 进行平仓操作，品种:BTC-USDT-SWAP，方向：long
2024-03-03 22:54:52 | SUCCESS | 进行开仓操作，品种：ETH-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:55:04 | SUCCESS | 进行平仓操作，品种:LTC-USDT-SWAP，方向：long
2024-03-03 22:55:11 | SUCCESS | 进行平仓操作，品种:CHZ-USDT-SWAP，方向：long
2024-03-03 22:55:33 | SUCCESS | 进行平仓操作，品种:TRB-USDT-SWAP，方向：long
2024-03-03 22:55:54 | SUCCESS | 进行平仓操作，品种:MEME-USDT-SWAP，方向：long
2024-03-03 22:56:16 | SUCCESS | 进行平仓操作，品种:NEAR-USDT-SWAP，方向：long
2024-03-03 22:56:45 | SUCCESS | 进行平仓操作，品种:ETH-USDT-SWAP，方向：long
2024-03-03 22:57:11 | SUCCESS | 进行开仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:57:30 | SUCCESS | 进行加仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:57:48 | SUCCESS | 进行加仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:58:05 | SUCCESS | 进行加仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:58:24 | SUCCESS | 进行加仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:58:47 | SUCCESS | 进行加仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:59:04 | SUCCESS | 进行加仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:59:21 | SUCCESS | 进行加仓操作，品种：LINK-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 22:59:42 | SUCCESS | 进行开仓操作，品种：OP-USDT-SWAP，金额：100.0USDT，方向：long
2024-03-03 23:00:03 | SUCCESS | 进行开仓操作，品种：ARB-USDT-SWAP，金额：100.0USDT，方向：long
